area,manure,urea,npk,nitrogen,rain_sow,rain_flow,rain_cycle,rain_year,tillage_ca,tillage_till,village_Ambohimiarina,village_Ambohitsilaozana,village_Ambongabe,village_Ampitatsimo,village_Antsahamamy,soil_hillside,soil_lowland,CA_year_num,x24d_bin,glypho_bin,interaction_till_rain_sow,interaction_ca_rain_sow,interaction_till_rain_flow,interaction_ca_rain_flow,interaction_till_rain_cycle,interaction_ca_rain_cycle,interaction_till_rain_year,interaction_ca_rain_year,interaction_till_nitrogen,interaction_ca_nitrogen,interaction_till_area,interaction_ca_area,ratio_N_urea,ratio_N_manure,total_npk,sow_day_of_year,rain_cycle_squared,nitrogen_squared,area_squared,interaction_rain_nitrogen,interaction_rain_area,water_stress
0.7725123926167424,-0.7041722445337192,0.9638063021651536,1.4773329582530559,1.2292345274654484,1.671866564400964,-0.7558281130974885,0.05735238308087797,-0.3128730697240787,False,True,True,False,False,False,False,False,True,-0.7733258439486447,0,0,2.286833080353036,-0.6987348478421384,-0.21162914959806967,-0.6259345168637277,0.9539854827233814,-0.9650542900426103,0.84546528373522,-0.9667757989448365,1.7949395802708843,-0.3511022697353575,1.1778516832462862,-0.293177816984387,-0.2300702483986947,3.4865436047723795,1.4773329582530559,0.5124890517863737,-0.027001164348216963,0.5966811363291489,0.049188370077625734,1.061806603415626,0.7555850639345244,0
-0.4915110600673803,-0.7041722445337192,-0.5595901980447517,-0.44930117635857353,-0.5890774128631634,-0.7896649032367299,2.2272835070563866,-0.13490245067851206,-0.047438618301373574,True,False,True,False,False,False,False,False,True,1.8560972752299436,1,1,-0.7072292850042327,-0.06766430185029486,-0.6234330471548075,3.1087655135983616,-0.978570861037282,0.9640327707208366,-0.9932662501865926,1.0157252763196394,-0.4166687546731786,-0.3511022697353575,-0.38074293092531614,-0.2670298272088769,-0.23031670363465315,-0.26111595447695135,-0.44930117635857353,0.4462283313801791,-0.20772463628184465,-0.41022756835728236,-0.16158934473227826,-0.5565542875115761,-0.49474339941119494,0
2.4035103960801267,0.27875044739148486,-0.5595901980447517,-0.44930117635857353,-0.5890774128631634,-0.4974034236720774,-1.0757774685138681,2.467494394452707,1.3553948609466633,False,True,False,False,False,False,True,True,False,-0.7733258439486447,0,0,0.1697298101743755,-0.6987348478421384,-0.5625753283040581,-0.6259345168637277,1.748823840814455,-0.9650542900426103,1.3111203229227248,-0.9667757989448365,-0.4166687546731786,-0.3511022697353575,3.1615175558283255,-0.293177816984387,-0.23031670363465315,-0.26111595447695135,-0.44930117635857353,0.4178308797775242,2.750040477926593,-0.41022756835728236,0.9273018065777319,-0.5565542875115761,3.5525417063886042,0
-0.5031610458064045,-0.586223880469976,-0.4758870936376141,-0.44930117635857353,-0.5214690604632182,-1.1581685079052046,-1.102594032985183,0.09972433657390103,0.18388626576561007,True,False,False,False,False,False,True,False,True,0.1031485291108848,0,0,-0.7072292850042327,-0.45121915465372064,-0.6234330471548075,-0.5940579472204665,-0.978570861037282,1.0438912062869197,-0.9932662501865926,1.0826459008511913,-0.4166687546731786,-0.254806661918945,-0.38074293092531614,-0.2844618203925503,-0.23014998764272154,-0.2611152577543052,-0.44930117635857353,0.42729669697840916,0.013640019950928154,-0.40883552097203074,-0.16162419050356794,-0.4959454008350089,-0.5056534434436121,0
0.6560125352265007,0.00351793984874006,-0.5595901980447517,2.729963072175468,0.3809554693969194,0.6189991224910361,-0.3729985375414735,-0.5915076808570641,-1.4713580119147653,False,True,False,False,False,False,True,False,True,-0.7733258439486447,0,0,1.259285049638707,-0.6987348478421384,0.20828911047210144,-0.6259345168637277,0.7399985618623366,-0.9650542900426103,0.5221033457418152,-0.9667757989448365,0.76317985105533,-0.3511022697353575,1.0361612637761404,-0.293177816984387,5.752105453796767,-0.2611142883941165,2.729963072175468,0.4462283313801791,-0.6127834614398642,-0.1236605357412101,0.012600310223454638,0.21121079408724558,0.5128578722556353,0
-0.10123653781007054,0.27875044739148486,-0.5595901980447517,-0.44930117635857353,-0.5890774128631634,-0.6063207452489665,-0.5505426885239733,0.04976337648511228,-0.026352703936017907,False,True,False,False,True,False,False,False,True,-0.7733258439486447,0,0,0.0634317380315139,-0.6987348478421384,0.013544410149703204,-0.6259345168637277,0.9514827117191585,-0.9650542900426103,0.9254402384209551,-0.9667757989448365,-0.4166687546731786,-0.3511022697353575,0.11517353722019369,-0.293177816984387,-0.23031670363465315,-0.26111595447695135,-0.44930117635857353,0.4367625141792941,-0.03424926450979097,-0.41022756835728236,-0.140285511310046,-0.5565542875115761,-0.10882755143856322,0
-0.2818113167649452,-0.7041722445337192,2.0285097902239446,2.827460509130512,2.5011534006591996,1.6573442548573787,-1.0813257232320712,-0.6307175482685189,-0.3128730697240787,True,False,True,False,False,False,False,False,True,0.1031485291108848,0,1,-0.7072292850042327,2.479291075386247,-0.6234330471548075,-0.5704075890980469,-0.978570861037282,0.795275321977415,-0.9932662501865926,0.9389369993772688,-0.4166687546731786,4.050360625274996,-0.38074293092531614,0.046746050097243794,-0.23007015851701718,6.1080513988930845,2.827460509130512,-2.8573418717286696,-0.6459816126460751,2.498045298073553,-0.15500349395852744,1.8709092389714643,-0.31321637725363677,0
0.021088312449683264,0.9106588078629889,0.5419426559531798,0.9432165644993368,0.7255229071500312,0.1815145474905315,-1.120163506259493,-1.5938889687144109,-1.6611312412029615,False,True,False,True,False,False,False,False,True,-0.7733258439486447,0,0,0.8323211265315462,-0.6987348478421384,-0.6112615033846577,-0.6259345168637277,0.40942422505458226,-0.9650542900426103,0.46913292120970485,-0.9667757989448365,1.1822763770053173,-0.3511022697353575,0.2639484776638466,-0.293177816984387,-0.23007028404187604,-0.26111496496703546,0.9432165644993368,-2.8857393233313244,-1.382749787357886,0.11608141322034941,-0.12555881721874212,0.28378850931098926,-0.13504136714341097,1
-0.4798610743283562,-0.7041722445337192,-0.5595901980447517,-0.44930117635857353,-0.5890774128631634,0.2377884969719241,-0.8131600785189206,0.07000072740715364,-0.047438618301373574,False,True,True,False,False,False,False,False,True,-0.7733258439486447,0,0,0.8872417971386912,-0.6987348478421384,-0.27451545907717745,-0.6259345168637277,0.9581567677304192,-0.9650542900426103,0.9195546356951649,-0.9667757989448365,-0.4166687546731786,-0.3511022697353575,-0.3453203260577797,-0.293177816984387,-0.23031670363465315,-0.26111595447695135,-0.44930117635857353,0.3515701593713295,-0.01490012455362434,-0.41022756835728236,-0.16151965318969885,-0.5565542875115761,-0.4825958519509568,0
-0.4973360529368925,-0.7041722445337192,-0.5595901980447517,-0.44930117635857353,-0.5890774128631634,-0.7206839329047,2.070082956707298,-0.7211532102013897,-1.0769273784922404,False,True,False,False,False,False,True,False,True,-0.7733258439486447,0,0,-0.04818123771849072,-0.6987348478421384,2.888057330533435,-0.6259345168637277,0.697242890540198,-0.9650542900426103,0.6321987379065932,-0.9667757989448365,-0.4166687546731786,-0.3511022697353575,-0.36657388897830157,-0.293177816984387,-0.23031670363465315,-0.26111595447695135,-0.44930117635857353,0.4746257829828339,-0.7215954672739622,-0.41022756835728236,-0.16161112333933428,-0.5565542875115761,-0.5014660699663492,1
